filename,label,label_4class,tonica,tonica_name,bII_energy,bVII_energy,f0_median_hz,f0_range_hz,f0_std_hz,pct_voiced,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,zcr_mean,rms_mean,rms_std,tempo_bpm,freq_tonica_pos10,freq_bII_pos3,harmonic_entropy_mean,chroma_rel_0,chroma_rel_1,chroma_rel_2,chroma_rel_3,chroma_rel_4,chroma_rel_5,chroma_rel_6,chroma_rel_7,chroma_rel_8,chroma_rel_9,chroma_rel_10,chroma_rel_11,ratio_mayor_menor,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
001_FernandoTerremoto_Fandangos.mp3,fandangos,other,8,G#,0.09914667904376984,0.09705634415149689,237.15608026942812,488.57997525818695,132.54822591435638,0.714885409575675,2141.4149561264353,563.6372174953739,4469.356296401676,0.09513069362307125,0.07205457240343094,0.05487501248717308,112.34714673913044,0.188,0.0,1.947,0.15715382993221283,0.09914667904376984,0.06374513357877731,0.07732897251844406,0.0471857488155365,0.09109795838594437,0.08287926763296127,0.05408592149615288,0.08171668648719788,0.06981877982616425,0.09705634415149689,0.07878472656011581,0.6101949538290067,-222.29978942871094,86.3590087890625,80.95672607421875,28.1782169342041,-8.079340934753418,26.763607025146484,32.802276611328125,16.012802124023438,-0.47379669547080994,18.31939697265625,12.80112361907959,11.301069259643555,-3.714245557785034,11.558066368103027,-3.119225025177002,9.230445861816406,-14.826370239257812,9.464856147766113,-14.656682968139648,9.436413764953613,-9.675013542175293,11.533141136169434,-9.882323265075684,10.582304000854492,-15.525949478149414,9.831242561340332
002_ManuelSotoSordera_Fandangos.mp3,fandangos,other,5,F,0.09751614183187485,0.06486877799034119,241.30149553281768,428.47690993097444,111.59378013537275,0.6887078438802576,1386.1201778027537,424.276084220799,2589.8246137785973,0.06640541738703107,0.15535977482795715,0.06960335373878479,172.265625,0.214,0.069,2.152,0.11374995112419128,0.09751614183187485,0.08070042729377747,0.08337511867284775,0.10334095358848572,0.10048548877239227,0.05946938693523407,0.06113053485751152,0.06558629870414734,0.07870113104581833,0.06486877799034119,0.0910758450627327,1.2394699429931981,-165.04783630371094,72.15850067138672,132.4857635498047,27.435749053955078,-23.099111557006836,28.35870933532715,23.47882080078125,20.330408096313477,-6.758938789367676,23.356428146362305,12.980321884155273,13.436458587646484,0.8219901323318481,13.414904594421387,-4.661914348602295,11.213047981262207,-10.014143943786621,9.803744316101074,-4.526866436004639,10.021580696105957,-7.576547145843506,9.920757293701172,-3.190718412399292,9.037250518798828,-9.648122787475586,9.697307586669922
003_RafaelRomero_Fandangos.mp3,fandangos,other,6,F#,0.13066846132278442,0.07814089208841324,184.9972113558172,352.30414189307874,92.78132121421683,0.728808746272895,1548.8052169480188,490.7341860737177,2989.296553315349,0.06687290073033508,0.08956721425056458,0.05383019149303436,135.99917763157896,0.133,0.161,1.873,0.13990285992622375,0.13066846132278442,0.05765143781900406,0.07029765844345093,0.06397340446710587,0.12062303721904755,0.08659808337688446,0.05463426187634468,0.07577291131019592,0.05450153723359108,0.07814089208841324,0.06723544746637344,0.9100360649788579,-205.7400665283203,76.28153228759766,123.90790557861328,24.26222038269043,1.1144016981124878,24.181827545166016,11.252625465393066,16.54604721069336,-4.153236389160156,14.995484352111816,3.3475232124328613,9.940959930419922,3.7000555992126465,12.451904296875,-3.059596300125122,10.332275390625,-16.075700759887695,9.43514633178711,-12.398462295532227,9.390375137329102,-11.52527904510498,8.08265495300293,-0.11751479655504227,9.66938304901123,-4.745212554931641,7.968830108642578
004_ManuelSotoSordera_Fandangos.mp3,fandangos,other,3,D#,0.08395425975322723,0.06189538910984993,100.28947374140385,840.3795769211232,179.420850464387,0.7006769825918762,1766.0182597806102,701.8449514581224,3571.3202648052165,0.07975205323682302,0.06920061260461807,0.0473729707300663,143.5546875,0.345,0.0,1.719,0.15639261901378632,0.08395425975322723,0.07070028781890869,0.07079063355922699,0.09657009690999985,0.0640910193324089,0.09294913709163666,0.0899609699845314,0.04841342195868492,0.054648131132125854,0.06189538910984993,0.10963397473096848,1.3641648909555877,-237.3672637939453,105.84104919433594,107.67733764648438,37.2709846496582,-8.166871070861816,22.233943939208984,22.112966537475586,16.023189544677734,-5.803471088409424,25.87322425842285,18.41910743713379,12.314133644104004,4.40835428237915,15.426824569702148,5.666463375091553,11.129925727844238,-3.841717004776001,10.513684272766113,-2.7196428775787354,11.390287399291992,-3.6147665977478027,9.546317100524902,-2.7603657245635986,9.343008995056152,-8.822644233703613,10.232612609863281
005_Fosforito_Fandangos.mp3,fandangos,other,7,G,0.11894895136356354,0.09455814212560654,345.2170030745703,789.5417168900235,244.87788340184454,0.5952446399120396,1974.2149095089917,622.3104582874128,4186.734184948804,0.08209929799168499,0.09191218763589859,0.050801243633031845,135.99917763157896,0.355,0.188,1.777,0.15534210205078125,0.11894895136356354,0.05755418911576271,0.07375085353851318,0.050987280905246735,0.05463947355747223,0.05443896725773811,0.08025406301021576,0.08360257744789124,0.06390179693698883,0.09455814212560654,0.11202159523963928,0.6913449602128448,-194.19631958007812,86.5511245727539,95.4444351196289,31.558856964111328,2.3533060550689697,18.694137573242188,29.797149658203125,12.98448657989502,-13.737093925476074,22.74197769165039,15.910747528076172,10.622884750366211,1.0618771314620972,10.323638916015625,-6.351493835449219,10.423309326171875,-4.325906753540039,10.201553344726562,2.4023730754852295,12.063101768493652,-4.278504848480225,10.709117889404297,1.0659010410308838,10.017022132873535,-14.88589096069336,11.529913902282715
006_Camaron_Fandangos.mp3,fandangos,other,6,F#,0.09625423699617386,0.0848645344376564,277.1826309768721,700.6781043754394,127.00249573695959,0.7464269763287181,1570.5417003738264,555.4904983772035,3003.164142644421,0.06862058038954333,0.06501182913780212,0.05550535395741463,135.99917763157896,0.211,0.103,2.183,0.10505720227956772,0.09625423699617386,0.1045936644077301,0.10489709675312042,0.06302864104509354,0.06783866882324219,0.057125505059957504,0.0858147069811821,0.09630291163921356,0.058424778282642365,0.0848645344376564,0.07579799741506577,0.6008616348404189,-263.9637145996094,89.9163818359375,111.70243072509766,31.657583236694336,-9.900215148925781,29.547996520996094,20.07457160949707,22.00815773010254,-2.056114673614502,24.112327575683594,6.395843505859375,13.229669570922852,1.0564154386520386,11.662395477294922,-5.1203436851501465,10.15029239654541,-9.473816871643066,10.042359352111816,-0.010954366065561771,12.690098762512207,-10.142979621887207,11.394455909729004,-6.648823261260986,10.173967361450195,-0.8167186379432678,9.614859580993652
007_PacoToronjo_Fandangos.mp3,fandangos,other,1,C#,0.08964558690786362,0.05273085832595825,141.01384901128017,549.7003797136189,121.66487427555634,0.7151878062057703,1493.2209657417786,599.0649304234893,3016.6634389247074,0.05904673252925966,0.1279618740081787,0.08132704347372055,135.99917763157896,0.051,0.025,2.103,0.12827296555042267,0.08964558690786362,0.056122250854969025,0.07368746399879456,0.08884263783693314,0.09655803442001343,0.08517258614301682,0.1213781088590622,0.08459226787090302,0.04550878703594208,0.05273085832595825,0.07748846709728241,1.2056682780993317,-185.03424072265625,96.21336364746094,114.35740661621094,29.277751922607422,-0.27554619312286377,20.931194305419922,23.488882064819336,20.682910919189453,-5.069565773010254,16.097383499145508,-1.859131932258606,10.975384712219238,-4.964605808258057,11.641021728515625,-3.540790557861328,8.636417388916016,-11.831560134887695,9.852959632873535,-10.133586883544922,10.867218017578125,-16.38473129272461,8.795724868774414,-13.33000373840332,10.176088333129883,-16.267240524291992,9.812521934509277
008_PacoToronjo_Fandangos.mp3,fandangos,other,7,G,0.11914192885160446,0.07950947433710098,141.8307339283537,482.59144251273244,128.07396546570726,0.539974126778784,1692.3175174733772,767.0790679683582,3460.3620640210625,0.07265858718062743,0.1568707525730133,0.07816862314939499,143.5546875,0.514,0.114,1.727,0.1483573019504547,0.11914192885160446,0.07620635628700256,0.0622699111700058,0.06795793026685715,0.07844270020723343,0.05525768920779228,0.08125859498977661,0.08507432043552399,0.057658687233924866,0.07950947433710098,0.08886515349149704,1.0913445834429125,-134.37818908691406,102.91184997558594,115.5109634399414,38.3841552734375,-4.677733898162842,18.49514389038086,19.306001663208008,18.347877502441406,-11.789383888244629,16.346887588500977,5.694135665893555,9.879434585571289,0.5114355683326721,8.935857772827148,-5.672079086303711,12.005399703979492,-8.81027889251709,8.938056945800781,-2.705660820007324,9.794195175170898,-15.400993347167969,8.827131271362305,-17.311994552612305,9.659280776977539,-15.150432586669922,9.6461820602417
009_ChatoDeLaIsla_Fandangos.mp3,fandangos,other,7,G,0.09762024134397507,0.06857401877641678,234.43211035826653,746.2318590304768,143.19148078829068,0.6246992782678428,1579.3119185959465,530.0284994314728,3016.1611148005213,0.0767294632117081,0.1759948879480362,0.1123739555478096,151.99908088235293,0.241,0.167,2.082,0.10350894182920456,0.09762024134397507,0.07742171734571457,0.10343301296234131,0.08451671153306961,0.054813068360090256,0.07219520956277847,0.07355640828609467,0.09897279739379883,0.07493952661752701,0.06857401877641678,0.0904482901096344,0.8171154364790776,-147.78915405273438,90.01895904541016,114.40038299560547,31.032804489135742,-14.54697036743164,18.67832374572754,13.8712739944458,24.277109146118164,-1.396093726158142,17.723085403442383,10.100403785705566,10.90093994140625,0.2678193151950836,13.47287368774414,-5.1343607902526855,10.214728355407715,-17.308372497558594,10.32625961303711,-12.663339614868164,11.20848560333252,-9.92442512512207,9.187762260437012,-5.7540283203125,8.738286972045898,-8.535653114318848,10.325384140014648
010_ManoloCaracol_Fandangos.mp3,fandangos,other,9,A,0.07959235459566116,0.09909431636333466,225.1422562392905,601.5088979394255,95.8284986712469,0.7397303229852619,1818.1509169549663,824.5203405680803,3778.405290892521,0.07214596623647695,0.12259392440319061,0.08787831664085388,143.5546875,0.286,0.138,1.942,0.13372193276882172,0.07959235459566116,0.058425430208444595,0.08740177750587463,0.0677483081817627,0.07644816488027573,0.057712405920028687,0.10525709390640259,0.088946133852005,0.07512219250202179,0.09909431636333466,0.07052981853485107,0.7751365031129837,-191.25732421875,109.6807861328125,98.5540542602539,37.97335433959961,1.9921011924743652,22.243534088134766,13.918474197387695,17.03132438659668,2.598785877227783,18.526599884033203,13.493664741516113,11.773700714111328,-3.135875701904297,17.83664321899414,-3.24288272857666,10.923797607421875,-7.1942901611328125,10.633526802062988,-12.143671035766602,9.200661659240723,-10.500104904174805,11.782238006591797,-6.800648212432861,12.914347648620605,-8.413558006286621,9.479846954345703
